Time	 FAIRTEN4	 FAIRTEN5	 FAIRTEN6	 
174.2	 170443	 200999	 194533	 
174.21	 170155	 200753	 194246	 
174.22	 169882	 200494	 193962	 
174.23	 169616	 200235	 193690	 
174.24	 169359	 199990	 193443	 
174.25	 169119	 199760	 193219	 
174.26	 168887	 199561	 193029	 
174.27	 168677	 199410	 192886	 
174.28	 168497	 199300	 192781	 
174.29	 168339	 199239	 192718	 
174.3	 168211	 199230	 192697	 
174.31	 168117	 199278	 192718	 
174.32	 168055	 199372	 192773	 
174.33	 168033	 199513	 192859	 
174.34	 168044	 199699	 192972	 
174.35	 168087	 199920	 193107	 
174.36	 168176	 200168	 193254	 
174.37	 168294	 200426	 193400	 
174.38	 168436	 200697	 193549	 
174.39	 168619	 200975	 193700	 
174.4	 168819	 201232	 193828	 
174.41	 169044	 201475	 193944	 
174.42	 169276	 201691	 194037	 
174.43	 169513	 201877	 194111	 
174.44	 169750	 202023	 194157	 
174.45	 169978	 202132	 194180	 
174.46	 170183	 202197	 194177	 
174.47	 170361	 202221	 194150	 
174.48	 170509	 202203	 194102	 
174.49	 170622	 202155	 194041	 
174.5	 170686	 202068	 193958	 
174.51	 170711	 201954	 193864	 
174.52	 170701	 201826	 193769	 
174.53	 170646	 201682	 193668	 
174.54	 170542	 201526	 193562	 
174.55	 170419	 201374	 193463	 
174.56	 170257	 201222	 193364	 
174.57	 170079	 201086	 193277	 
174.58	 169888	 200966	 193200	 
174.59	 169683	 200861	 193128	 
174.6	 169487	 200788	 193078	 
174.61	 169306	 200738	 193039	 
174.62	 169134	 200715	 193014	 
174.63	 168989	 200723	 193009	 
174.64	 168863	 200753	 193014	 
174.65	 168764	 200802	 193029	 
174.66	 168698	 200880	 193064	 
174.67	 168651	 200976	 193115	 
174.68	 168617	 201081	 193171	 
174.69	 168598	 201197	 193239	 
174.7	 168590	 201316	 193315	 
174.71	 168582	 201430	 193392	 
174.72	 168569	 201542	 193477	 
174.73	 168539	 201639	 193559	 
174.74	 168488	 201718	 193635	 
174.75	 168415	 201782	 193711	 
174.76	 168311	 201817	 193771	 
174.77	 168172	 201825	 193819	 
174.78	 167998	 201803	 193850	 
174.79	 167797	 201751	 193864	 
174.8	 167571	 201675	 193865	 
174.81	 167313	 201564	 193840	 
174.82	 167038	 201426	 193794	 
174.83	 166750	 201266	 193733	 
174.84	 166456	 201083	 193651	 
174.85	 166165	 200882	 193551	 
174.86	 165884	 200666	 193437	 
174.87	 165626	 200449	 193321	 
174.88	 165387	 200229	 193197	 
174.89	 165175	 200010	 193071	 
174.9	 164997	 199799	 192950	 
174.91	 164854	 199602	 192839	 
174.92	 164744	 199418	 192738	 
174.93	 164668	 199254	 192654	 
174.94	 164633	 199116	 192594	 
174.95	 164637	 199008	 192563	 
174.96	 164660	 198920	 192553	 
174.97	 164708	 198857	 192570	 
174.98	 164780	 198817	 192611	 
174.99	 164870	 198804	 192683	 
175	 164971	 198810	 192779	 
175.01	 165081	 198837	 192900	 
175.02	 165192	 198873	 193035	 
175.03	 165303	 198914	 193181	 
175.04	 165416	 198965	 193341	 
175.05	 165524	 199011	 193503	 
175.06	 165622	 199051	 193663	 
175.07	 165726	 199084	 193821	 
175.08	 165802	 199093	 193959	 
175.09	 165872	 199087	 194087	 
175.1	 165933	 199060	 194196	 
175.11	 165992	 199014	 194292	 
175.12	 166040	 198936	 194357	 
175.13	 166077	 198836	 194404	 
175.14	 166103	 198714	 194432	 
175.15	 166133	 198571	 194440	 
175.16	 166151	 198411	 194436	 
175.17	 166165	 198234	 194418	 
175.18	 166165	 198038	 194383	 
175.19	 166164	 197841	 194350	 
175.2	 166163	 197645	 194323	 
175.21	 166152	 197446	 194295	 
175.22	 166137	 197253	 194275	 
175.23	 166121	 197071	 194269	 
175.24	 166102	 196907	 194283	 
175.25	 166070	 196753	 194311	 
175.26	 166039	 196622	 194362	 
175.27	 166011	 196509	 194432	 
175.28	 165973	 196414	 194521	 
175.29	 165940	 196343	 194634	 
175.3	 165901	 196292	 194767	 
175.31	 165861	 196257	 194916	 
175.32	 165821	 196236	 195077	 
175.33	 165777	 196224	 195246	 
175.34	 165736	 196223	 195425	 
175.35	 165686	 196226	 195607	 
175.36	 165641	 196225	 195783	 
175.37	 165583	 196214	 195949	 
175.38	 165528	 196204	 196116	 
175.39	 165468	 196181	 196271	 
175.4	 165401	 196137	 196405	 
175.41	 165334	 196075	 196523	 
175.42	 165255	 195994	 196624	 
175.43	 165179	 195900	 196714	 
175.44	 165084	 195778	 196779	 
175.45	 164988	 195636	 196827	 
175.46	 164898	 195480	 196865	 
175.47	 164788	 195304	 196886	 
175.48	 164675	 195112	 196895	 
175.49	 164570	 194920	 196906	 
175.5	 164459	 194713	 196905	 
175.51	 164345	 194501	 196899	 
175.52	 164238	 194292	 196899	 
175.53	 164145	 194088	 196903	 
175.54	 164058	 193895	 196917	 
175.55	 163978	 193706	 196933	 
175.56	 163915	 193531	 196961	 
175.57	 163871	 193376	 197005	 
175.58	 163843	 193245	 197070	 
175.59	 163831	 193125	 197141	 
175.6	 163834	 193024	 197225	 
175.61	 163859	 192945	 197327	 
175.62	 163899	 192877	 197435	 
175.63	 163960	 192828	 197556	 
175.64	 164034	 192796	 197691	 
175.65	 164116	 192769	 197826	 
175.66	 164216	 192752	 197968	 
175.67	 164319	 192740	 198112	 
175.68	 164436	 192731	 198257	 
175.69	 164546	 192717	 198397	 
175.7	 164660	 192697	 198529	 
175.71	 164767	 192667	 198651	 
175.72	 164871	 192632	 198769	 
175.73	 164972	 192587	 198877	 
175.74	 165065	 192527	 198971	 
175.75	 165142	 192458	 199058	 
175.76	 165211	 192373	 199129	 
175.77	 165276	 192274	 199186	 
175.78	 165319	 192158	 199227	 
175.79	 165364	 192042	 199266	 
175.8	 165392	 191912	 199291	 
175.81	 165420	 191779	 199311	 
175.82	 165435	 191641	 199324	 
175.83	 165452	 191507	 199337	 
175.84	 165470	 191375	 199348	 
175.85	 165478	 191250	 199362	 
175.86	 165485	 191130	 199375	 
175.87	 165490	 191018	 199391	 
175.88	 165503	 190925	 199422	 
175.89	 165518	 190843	 199457	 
175.9	 165534	 190772	 199499	 
175.91	 165549	 190714	 199550	 
175.92	 165568	 190675	 199615	 
175.93	 165586	 190643	 199682	 
175.94	 165603	 190623	 199758	 
175.95	 165625	 190620	 199850	 
175.96	 165637	 190621	 199942	 
175.97	 165649	 190627	 200039	 
175.98	 165655	 190635	 200136	 
175.99	 165655	 190646	 200236	 
176	 165653	 190655	 200335	 
176.01	 165631	 190655	 200424	 
176.02	 165616	 190651	 200510	 
176.03	 165586	 190639	 200587	 
176.04	 165553	 190616	 200655	 
176.05	 165519	 190582	 200710	 
176.06	 165471	 190536	 200753	 
176.07	 165419	 190477	 200782	 
176.08	 165372	 190405	 200796	 
176.09	 165321	 190328	 200803	 
176.1	 165264	 190233	 200788	 
176.11	 165210	 190133	 200764	 
176.12	 165164	 190031	 200735	 
176.13	 165117	 189920	 200693	 
176.14	 165073	 189808	 200644	 
176.15	 165037	 189700	 200595	 
176.16	 165013	 189591	 200539	 
176.17	 164988	 189485	 200480	 
176.18	 164977	 189390	 200427	 
176.19	 164964	 189296	 200372	 
176.2	 164964	 189218	 200326	 
176.21	 164979	 189148	 200286	 
176.22	 164997	 189089	 200252	 
176.23	 165023	 189036	 200222	 
176.24	 165059	 188995	 200201	 
176.25	 165102	 188962	 200186	 
176.26	 165153	 188935	 200175	 
176.27	 165208	 188920	 200174	 
176.28	 165266	 188903	 200172	 
176.29	 165332	 188888	 200170	 
176.3	 165393	 188873	 200168	 
176.31	 165462	 188861	 200168	 
176.32	 165536	 188844	 200161	 
176.33	 165610	 188825	 200151	 
176.34	 165681	 188795	 200131	 
176.35	 165749	 188760	 200101	 
176.36	 165813	 188714	 200060	 
176.37	 165869	 188662	 200008	 
176.38	 165914	 188604	 199948	 
176.39	 165908	 188540	 199878	 
176.4	 165824	 188461	 199788	 
176.41	 165658	 188373	 199686	 
176.42	 165426	 188283	 199576	 
176.43	 165140	 188181	 199450	 
176.44	 164834	 188070	 199309	 
176.45	 164542	 187950	 199156	 
176.46	 164279	 187827	 198996	 
176.47	 164065	 187693	 198822	 
176.48	 163903	 187555	 198641	 
176.49	 163799	 187416	 198455	 
176.5	 163757	 187279	 198271	 
176.51	 163765	 187144	 198086	 
176.52	 163827	 187019	 197909	 
176.53	 163940	 186904	 197741	 
176.54	 164102	 186804	 197588	 
176.55	 164297	 186720	 197448	 
176.56	 164540	 186656	 197328	 
176.57	 164807	 186612	 197227	 
176.58	 165084	 186592	 197148	 
176.59	 165367	 186589	 197084	 
176.6	 165629	 186603	 197036	 
176.61	 165862	 186642	 197010	 
176.62	 166060	 186694	 196997	 
176.63	 166213	 186753	 196987	 
176.64	 166307	 186821	 196984	 
176.65	 166362	 186889	 196980	 
176.66	 166381	 186952	 196969	 
176.67	 166362	 187006	 196948	 
176.68	 166311	 187047	 196911	 
176.69	 166248	 187064	 196850	 
176.7	 166183	 187064	 196772	 
176.71	 166112	 187039	 196667	 
176.72	 166054	 186992	 196540	 
176.73	 166019	 186920	 196388	 
176.74	 165991	 186822	 196209	 
176.75	 165994	 186702	 196006	 
176.76	 166019	 186566	 195787	 
176.77	 166059	 186414	 195548	 
176.78	 166115	 186254	 195298	 
176.79	 166192	 186090	 195040	 
176.8	 166265	 185925	 194776	 
176.81	 166337	 185770	 194516	 
176.82	 166403	 185625	 194261	 
176.83	 166441	 185490	 194010	 
176.84	 166457	 185373	 193772	 
176.85	 166442	 185276	 193548	 
176.86	 166391	 185192	 193332	 
176.87	 166315	 185135	 193139	 
176.88	 166202	 185090	 192955	 
176.89	 166068	 185066	 192790	 
176.9	 165904	 185043	 192627	 
176.91	 165731	 185040	 192482	 
176.92	 165541	 185034	 192338	 
176.93	 165366	 185029	 192198	 
176.94	 165185	 185024	 192061	 
176.95	 165017	 185005	 191916	 
176.96	 164874	 184977	 191766	 
176.97	 164746	 184935	 191607	 
176.98	 164647	 184880	 191440	 
176.99	 164559	 184804	 191256	 
177	 164500	 184710	 191057	 
177.01	 164456	 184598	 190842	 
177.02	 164432	 184477	 190619	 
177.03	 164410	 184331	 190371	 
177.04	 164402	 184182	 190117	 
177.05	 164393	 184022	 189852	 
177.06	 164380	 183853	 189574	 
177.07	 164357	 183684	 189292	 
177.08	 164328	 183511	 189002	 
177.09	 164283	 183341	 188712	 
177.1	 164224	 183179	 188427	 
177.11	 164164	 183020	 188144	 
177.12	 164100	 182871	 187868	 
177.13	 164021	 182730	 187600	 
177.14	 163949	 182602	 187347	 
177.15	 163884	 182485	 187108	 
177.16	 163824	 182376	 186880	 
177.17	 163780	 182278	 186669	 
177.18	 163753	 182192	 186475	 
177.19	 163747	 182109	 186291	 
177.2	 163767	 182035	 186122	 
177.21	 163801	 181962	 185961	 
177.22	 163866	 181901	 185818	 
177.23	 163945	 181840	 185681	 
177.24	 164037	 181775	 185546	 
177.25	 164143	 181717	 185420	 
177.26	 164257	 181656	 185294	 
177.27	 164381	 181595	 185169	 
177.28	 164495	 181525	 185036	 
177.29	 164606	 181455	 184902	 
177.3	 164709	 181380	 184761	 
177.31	 164798	 181295	 184607	 
177.32	 164872	 181210	 184450	 
177.33	 164926	 181116	 184281	 
177.34	 164963	 181018	 184104	 
177.35	 164986	 180913	 183918	 
177.36	 164987	 180807	 183726	 
177.37	 164977	 180696	 183529	 
177.38	 164957	 180580	 183325	 
177.39	 164931	 180461	 183118	 
177.4	 164895	 180340	 182910	 
177.41	 164860	 180224	 182709	 
177.42	 164820	 180101	 182502	 
177.43	 164780	 179981	 182302	 
177.44	 164759	 179868	 182113	 
177.45	 164732	 179757	 181930	 
177.46	 164713	 179649	 181754	 
177.47	 164701	 179543	 181585	 
177.48	 164694	 179449	 181431	 
177.49	 164688	 179360	 181285	 
177.5	 164683	 179269	 181142	 
177.51	 164678	 179190	 181012	 
177.52	 164679	 179112	 180887	 
177.53	 164668	 179039	 180767	 
177.54	 164650	 178974	 180656	 
177.55	 164628	 178902	 180538	 
177.56	 164593	 178832	 180421	 
177.57	 164560	 178767	 180309	 
177.58	 164509	 178694	 180189	 
177.59	 164456	 178614	 180061	 
177.6	 164394	 178532	 179930	 
177.61	 164325	 178444	 179792	 
177.62	 164258	 178343	 179643	 
177.63	 164183	 178235	 179486	 
177.64	 164117	 178122	 179325	 
177.65	 164057	 177997	 179154	 
177.66	 163992	 177863	 178976	 
177.67	 163943	 177720	 178792	 
177.68	 163897	 177574	 178607	 
177.69	 163865	 177421	 178421	 
177.7	 163836	 177261	 178231	 
177.71	 163823	 177096	 178040	 
177.72	 163822	 176934	 177858	 
177.73	 163827	 176770	 177676	 
177.74	 163847	 176608	 177502	 
177.75	 163878	 176454	 177341	 
177.76	 163913	 176305	 177187	 
177.77	 163948	 176155	 177036	 
177.78	 163995	 176016	 176900	 
177.79	 164046	 175884	 176774	 
177.8	 164100	 175761	 176658	 
177.81	 164151	 175644	 176552	 
177.82	 164214	 175537	 176456	 
177.83	 164277	 175427	 176360	 
177.84	 164332	 175323	 176271	 
177.85	 164396	 175224	 176187	 
177.86	 164465	 175127	 176108	 
177.87	 164530	 175030	 176029	 
177.88	 164597	 174930	 175949	 
177.89	 164669	 174827	 175869	 
177.9	 164739	 174719	 175785	 
177.91	 164815	 174610	 175700	 
177.92	 164885	 174494	 175613	 
177.93	 164959	 174373	 175522	 
177.94	 165035	 174243	 175425	 
177.95	 165113	 174117	 175333	 
177.96	 165189	 173986	 175241	 
177.97	 165265	 173837	 175132	 
177.98	 165336	 173695	 175033	 
177.99	 165400	 173554	 174938	 
178	 165465	 173413	 174843	 
178.01	 165523	 173270	 174750	 
178.02	 165572	 173128	 174660	 
178.03	 165621	 172988	 174572	 
178.04	 165662	 172858	 174495	 
178.05	 165695	 172736	 174427	 
178.06	 165715	 172610	 174357	 
178.07	 165742	 172501	 174303	 
178.08	 165758	 172394	 174250	 
178.09	 165774	 172296	 174207	 
178.1	 165782	 172199	 174166	 
178.11	 165789	 172115	 174136	 
178.12	 165793	 172032	 174106	 
178.13	 165793	 171953	 174079	 
178.14	 165790	 171878	 174058	 
178.15	 165789	 171807	 174039	 
178.16	 165787	 171733	 174016	 
178.17	 165780	 171655	 173989	 
178.18	 165775	 171584	 173969	 
178.19	 165770	 171506	 173940	 
178.2	 165764	 171425	 173908	 
178.21	 165762	 171339	 173872	 
178.22	 165755	 171253	 173835	 
178.23	 165747	 171159	 173791	 
178.24	 165737	 171063	 173743	 
178.25	 165735	 170966	 173695	 
178.26	 165728	 170864	 173643	 
178.27	 165718	 170760	 173587	 
178.28	 165709	 170653	 173529	 
178.29	 165708	 170551	 173476	 
178.3	 165698	 170446	 173420	 
178.31	 165692	 170337	 173360	 
178.32	 165693	 170231	 173304	 
178.33	 165701	 170133	 173255	 
178.34	 165709	 170039	 173209	 
178.35	 165723	 169941	 173161	 
178.36	 165741	 169850	 173118	 
178.37	 165768	 169764	 173082	 
178.38	 165809	 169683	 173050	 
178.39	 165848	 169603	 173018	 
178.4	 165899	 169529	 172994	 
178.41	 165953	 169460	 172973	 
178.42	 166020	 169395	 172957	 
178.43	 166084	 169328	 172939	 
178.44	 166164	 169261	 172925	 
178.45	 166251	 169185	 172914	 
178.46	 166337	 169086	 172903	 
178.47	 166423	 168951	 172887	 
178.48	 166510	 168780	 172872	 
178.49	 166608	 168577	 172855	 
178.5	 166694	 168353	 172842	 
178.51	 166782	 168106	 172822	 
178.52	 166868	 167843	 172797	 
178.53	 166946	 167573	 172768	 
178.54	 167020	 167303	 172737	 
178.55	 167087	 167040	 172705	 
178.56	 167156	 166784	 172660	 
178.57	 167212	 166540	 172585	 
178.58	 167266	 166324	 172470	 
178.59	 167326	 166142	 172299	 
178.6	 167379	 165986	 172061	 
178.61	 167427	 165875	 171777	 
178.62	 167485	 165816	 171467	 
178.63	 167540	 165796	 171135	 
178.64	 167598	 165808	 170791	 
178.65	 167655	 165861	 170460	 
178.66	 167717	 165939	 170146	 
178.67	 167780	 166029	 169854	 
178.68	 167846	 166135	 169606	 
178.69	 167913	 166237	 169403	 
178.7	 167979	 166329	 169257	 
178.71	 168050	 166411	 169185	 
178.72	 168125	 166476	 169192	 
178.73	 168185	 166511	 169271	 
178.74	 168249	 166527	 169437	 
178.75	 168310	 166523	 169678	 
178.76	 168367	 166499	 169984	 
178.77	 168421	 166456	 170337	 
178.78	 168465	 166407	 170729	 
178.79	 168508	 166352	 171134	 
178.8	 168543	 166290	 171528	 
178.81	 168572	 166239	 171903	 
178.82	 168610	 166206	 172247	 
178.83	 168634	 166190	 172542	 
178.84	 168652	 166182	 172769	 
178.85	 168677	 166198	 172939	 
178.86	 168695	 166235	 173046	 
178.87	 168720	 166290	 173095	 
178.88	 168747	 166361	 173094	 
178.89	 168773	 166441	 173048	 
178.9	 168803	 166521	 172967	 
178.91	 168832	 166606	 172872	 
178.92	 168869	 166686	 172775	 
178.93	 168916	 166758	 172690	 
178.94	 168956	 166812	 172623	 
178.95	 169006	 166850	 172592	 
178.96	 169066	 166874	 172607	 
178.97	 169123	 166872	 172663	 
178.98	 169189	 166852	 172770	 
178.99	 169271	 166819	 172926	 
179	 169346	 166766	 173122	 
179.01	 169427	 166701	 173353	 
179.02	 169521	 166628	 173611	 
179.03	 169615	 166547	 173881	 
179.04	 169717	 166467	 174159	 
179.05	 169822	 166386	 174427	 
179.06	 169939	 166307	 174677	 
179.07	 170055	 166236	 174899	 
179.08	 170172	 166175	 175091	 
179.09	 170302	 166120	 175241	 
179.1	 170426	 166073	 175345	 
179.11	 170556	 166034	 175404	 
179.12	 170689	 166004	 175420	 
179.13	 170827	 165981	 175396	 
179.14	 170960	 165959	 175330	 
179.15	 171088	 165934	 175228	 
179.16	 171224	 165916	 175106	 
179.17	 171356	 165891	 174962	 
179.18	 171485	 165866	 174809	 
179.19	 171615	 165836	 174653	 
179.2	 171741	 165795	 174493	 
179.21	 171857	 165751	 174347	 
179.22	 171983	 165703	 174218	 
179.23	 172099	 165648	 174108	 
179.24	 172221	 165589	 174021	 
179.25	 172335	 165530	 173962	 
179.26	 172455	 165467	 173930	 
179.27	 172570	 165403	 173923	 
179.28	 172693	 165348	 173949	 
179.29	 172820	 165297	 174001	 
179.3	 172940	 165249	 174073	 
179.31	 173065	 165208	 174164	 
179.32	 173200	 165190	 174281	 
179.33	 173325	 165175	 174405	 
179.34	 173463	 165175	 174536	 
179.35	 173593	 165194	 174678	 
179.36	 173733	 165230	 174823	 
179.37	 173874	 165278	 174960	 
179.38	 174004	 165340	 175093	 
179.39	 174148	 165420	 175222	 
179.4	 174294	 165512	 175341	 
179.41	 174422	 165610	 175445	 
179.42	 174559	 165724	 175547	 
179.43	 174697	 165842	 175639	 
179.44	 174829	 165962	 175723	 
179.45	 174967	 166087	 175807	 
179.46	 175095	 166209	 175889	 
179.47	 175225	 166327	 175975	 
179.48	 175354	 166447	 176075	 
179.49	 175482	 166555	 176183	 
179.5	 175614	 166653	 176304	 
179.51	 175743	 166743	 176446	 
179.52	 175880	 166833	 176616	 
179.53	 176016	 166912	 176807	 
179.54	 176162	 166986	 177024	 
179.55	 176314	 167054	 177265	 
179.56	 176473	 167122	 177531	 
179.57	 176639	 167194	 177824	 
179.58	 176821	 167263	 178132	 
179.59	 177012	 167338	 178457	 
179.6	 177207	 167417	 178791	 
179.61	 177409	 167507	 179135	 
179.62	 177625	 167603	 179479	 
179.63	 177851	 167707	 179818	 
179.64	 178081	 167825	 180155	 
179.65	 178326	 167954	 180484	 
179.66	 178580	 168088	 180796	 
179.67	 178827	 168227	 181090	 
179.68	 179096	 168374	 181370	 
179.69	 179365	 168526	 181635	 
179.7	 179634	 168677	 181881	 
179.71	 179903	 168821	 182106	 
179.72	 180180	 168961	 182317	 
179.73	 180449	 169090	 182511	 
179.74	 180723	 169214	 182699	 
179.75	 181002	 169323	 182875	 
179.76	 181277	 169419	 183043	 
179.77	 181549	 169500	 183205	 
179.78	 181820	 169567	 183365	 
179.79	 182107	 169627	 183529	 
179.8	 182373	 169669	 183689	 
179.81	 182653	 169702	 183850	 
179.82	 182934	 169729	 184016	 
179.83	 183220	 169752	 184185	 
179.84	 183509	 169774	 184357	 
179.85	 183794	 169790	 184524	 
179.86	 184089	 169813	 184694	 
179.87	 184386	 169845	 184869	 
179.88	 184686	 169883	 185039	 
179.89	 184996	 169932	 185207	 
179.9	 185300	 169988	 185368	 
179.91	 185621	 170064	 185530	 
179.92	 185932	 170141	 185676	 
179.93	 186258	 170243	 185829	 
179.94	 186579	 170348	 185967	 
179.95	 186908	 170466	 186099	 
179.96	 187236	 170596	 186228	 
179.97	 187562	 170730	 186348	 
179.98	 187889	 170870	 186464	 
179.99	 188219	 171013	 186574	 
180	 188546	 171157	 186681	 
180.01	 188869	 171302	 186787	 
180.02	 189200	 171449	 186894	 
180.03	 189523	 171583	 186993	 
180.04	 189850	 171722	 187102	 
180.05	 190173	 171854	 187212	 
180.06	 190502	 171986	 187330	 
180.07	 190825	 172107	 187448	 
180.08	 191154	 172231	 187578	 
180.09	 191480	 172347	 187710	 
180.1	 191810	 172463	 187851	 
180.11	 192145	 172583	 188005	 
180.12	 192483	 172703	 188165	 
180.13	 192835	 172828	 188335	 
180.14	 193183	 172960	 188515	 
180.15	 193543	 173094	 188700	 
180.16	 193915	 173243	 188899	 
180.17	 194289	 173400	 189104	 
180.18	 194676	 173568	 189318	 
180.19	 195063	 173746	 189536	 
180.2	 195464	 173936	 189761	 
180.21	 195885	 174139	 189994	 
180.22	 196302	 174349	 190228	 
180.23	 196732	 174572	 190469	 
180.24	 197171	 174801	 190711	 
180.25	 197622	 175034	 190953	 
180.26	 198082	 175275	 191199	 
180.27	 198546	 175518	 191446	 
180.28	 199021	 175756	 191688	 
180.29	 199493	 175994	 191930	 
180.3	 199980	 176233	 192175	 
180.31	 200468	 176466	 192416	 
180.32	 200961	 176685	 192649	 
180.33	 201460	 176907	 192887	 
180.34	 201966	 177118	 193119	 
180.35	 202471	 177317	 193344	 
180.36	 202980	 177505	 193561	 
180.37	 203492	 177689	 193776	 
180.38	 204015	 177870	 193990	 
180.39	 204532	 178040	 194192	 
180.4	 205053	 178205	 194388	 
180.41	 205585	 178372	 194582	 
180.42	 206114	 178531	 194763	 
180.43	 206653	 178687	 194935	 
180.44	 207183	 178843	 195096	 
180.45	 207724	 179003	 195252	 
180.46	 208265	 179165	 195399	 
180.47	 208815	 179330	 195537	 
180.48	 209371	 179501	 195668	 
180.49	 209929	 179675	 195789	 
180.5	 210482	 179851	 195899	 
180.51	 211047	 180035	 196006	 
180.52	 211614	 180223	 196105	 
180.53	 212183	 180411	 196194	 
180.54	 212752	 180605	 196281	 
180.55	 213323	 180796	 196356	 
180.56	 213896	 180987	 196426	 
180.57	 214476	 181187	 196499	 
180.58	 215050	 181380	 196562	 
180.59	 215616	 181565	 196615	 
180.6	 216187	 181755	 196670	 
180.61	 216748	 181940	 196719	 
180.62	 217300	 182119	 196761	 
180.63	 217844	 182295	 196801	 
180.64	 218375	 182469	 196836	 
180.65	 218898	 182640	 196868	 
180.66	 219404	 182803	 196891	 
180.67	 219901	 182965	 196911	 
180.68	 220386	 183123	 196924	 
180.69	 220864	 183283	 196936	 
180.7	 221324	 183437	 196937	 
180.71	 221779	 183594	 196938	 
180.72	 222222	 183754	 196935	 
180.73	 222662	 183913	 196927	 
180.74	 223095	 184072	 196914	 
180.75	 223516	 184235	 196899	 
180.76	 223940	 184401	 196882	 
180.77	 224371	 184574	 196867	 
180.78	 224792	 184748	 196851	 
180.79	 225211	 184919	 196828	 
180.8	 225645	 185105	 196817	 
180.81	 226078	 185290	 196806	 
180.82	 226518	 185478	 196797	 
180.83	 226955	 185666	 196789	 
180.84	 227406	 185863	 196794	 
180.85	 227868	 186065	 196806	 
180.86	 228328	 186262	 196817	 
180.87	 228792	 186461	 196836	 
180.88	 229276	 186668	 196867	 
180.89	 229753	 186869	 196898	 
180.9	 230237	 187073	 196937	 
180.91	 230725	 187275	 196979	 
180.92	 231225	 187481	 197031	 
180.93	 231719	 187676	 197075	 
180.94	 232213	 187874	 197125	 
180.95	 232721	 188071	 197178	 
180.96	 233224	 188266	 197229	 
180.97	 233728	 188452	 197273	 
180.98	 234236	 188641	 197317	 
180.99	 234744	 188821	 197353	 
181	 235251	 188999	 197383	 
181.01	 235754	 189173	 197407	 
181.02	 236266	 189346	 197426	 
181.03	 236774	 189509	 197431	 
181.04	 237279	 189668	 197428	 
181.05	 237791	 189830	 197422	 
181.06	 238296	 189982	 197403	 
181.07	 238799	 190128	 197372	 
181.08	 239308	 190271	 197335	 
181.09	 239810	 190407	 197287	 
181.1	 240307	 190537	 197231	 
181.11	 240807	 190664	 197169	 
181.12	 241304	 190791	 197104	 
181.13	 241789	 190907	 197027	 
181.14	 242275	 191019	 196944	 
181.15	 242761	 191131	 196861	 
181.16	 243230	 191234	 196768	 
181.17	 243696	 191336	 196673	 
181.18	 244160	 191431	 196571	 
181.19	 244613	 191524	 196466	 
181.2	 245053	 191610	 196353	 
181.21	 245491	 191694	 196237	 
181.22	 245918	 191776	 196117	 
181.23	 246330	 191849	 195984	 
181.24	 246736	 191920	 195848	 
181.25	 247126	 191986	 195703	 
181.26	 247502	 192047	 195549	 
181.27	 247869	 192102	 195385	 
181.28	 248222	 192158	 195217	 
181.29	 248565	 192207	 195039	 
181.3	 248897	 192254	 194855	 
181.31	 249211	 192294	 194659	 
181.32	 249507	 192327	 194453	 
181.33	 249800	 192362	 194246	 
181.34	 250075	 192390	 194029	 
181.35	 250335	 192410	 193803	 
181.36	 250582	 192423	 193568	 
181.37	 250820	 192439	 193336	 
181.38	 251045	 192448	 193098	 
181.39	 251259	 192451	 192856	 
181.4	 251466	 192455	 192617	 
181.41	 251661	 192454	 192377	 
181.42	 251845	 192450	 192136	 
181.43	 252016	 192442	 191896	 
181.44	 252185	 192430	 191657	 
181.45	 252344	 192418	 191422	 
181.46	 252494	 192407	 191193	 
181.47	 252647	 192399	 190972	 
181.48	 252785	 192381	 190746	 
181.49	 252922	 192369	 190531	 
181.5	 253052	 192358	 190320	 
181.51	 253177	 192343	 190109	 
181.52	 253305	 192332	 189905	 
181.53	 253424	 192320	 189705	 
181.54	 253545	 192311	 189510	 
181.55	 253655	 192300	 189315	 
181.56	 253760	 192284	 189117	 
181.57	 253867	 192273	 188926	 
181.58	 253967	 192263	 188740	 
181.59	 254068	 192250	 188551	 
181.6	 254164	 192232	 188360	 
181.61	 254243	 192213	 188171	 
181.62	 254331	 192191	 187981	 
181.63	 254412	 192168	 187793	 
181.64	 254477	 192133	 187595	 
181.65	 254549	 192103	 187407	 
181.66	 254610	 192065	 187215	 
181.67	 254664	 192015	 187015	 
181.68	 254713	 191970	 186823	 
181.69	 254755	 191918	 186629	 
181.7	 254793	 191861	 186434	 
181.71	 254819	 191798	 186237	 
181.72	 254839	 191729	 186038	 
181.73	 254847	 191653	 185835	 
181.74	 254851	 191577	 185637	 
181.75	 254842	 191494	 185432	 
181.76	 254832	 191411	 185230	 
181.77	 254817	 191325	 185027	 
181.78	 254782	 191232	 184818	 
181.79	 254751	 191138	 184609	 
181.8	 254708	 191044	 184398	 
181.81	 254652	 190947	 184185	 
181.82	 254596	 190848	 183968	 
181.83	 254528	 190742	 183744	 
181.84	 254460	 190640	 183522	 
181.85	 254372	 190537	 183297	 
181.86	 254285	 190431	 183068	 
181.87	 254187	 190320	 182832	 
181.88	 254076	 190203	 182589	 
181.89	 253960	 190090	 182349	 
181.9	 253831	 189969	 182100	 
181.91	 253696	 189850	 181854	 
181.92	 253554	 189728	 181604	 
181.93	 253399	 189596	 181344	 
181.94	 253237	 189464	 181086	 
181.95	 253058	 189329	 180826	 
